1	0.529	0	1.697	1.1502	4	1.841	0	6.152	5.9898	87	44.556	0	150.39	125.56
1	0.49432	0	1.74	1.278	4	1.8756	0	6.109	5.862	87	44.556	0	150.39	125.56
1	0.46761	0	1.543	1.4592	4	1.9024	0	6.306	5.6808	87	44.556	0	150.39	125.56
1	0.42654	0	1.517	1.6068	4	1.9434	0	6.332	5.5332	87	44.556	0	150.39	125.56
1	0.45249	0	1.352	1.6458	4	1.9175	0	6.497	5.4942	87	44.556	0	150.39	125.56
1	0.45087	0	1.552	1.6224	28	16.965	0	44.328	46.123	63	29.51	0	112.36	84.956
1	0.564	0	1.553	1.768	28	16.852	0	44.327	45.978	63	29.51	0	112.36	84.956
1	0.73137	0	1.972	1.768	28	16.684	0	43.908	45.978	63	29.51	0	112.36	84.956
1	0.71901	0	1.848	1.816	28	16.697	0	44.032	45.93	63	29.51	0	112.36	84.956
1	0.72832	0	1.778	1.744	28	16.687	0	44.102	46.002	63	29.51	0	112.36	84.956
1	0.73248	0	1.724	1.808	28	16.683	0	44.156	45.938	63	29.51	0	112.36	84.956
1	0.72939	0	1.719	1.808	28	16.686	0	44.161	45.938	63	29.51	0	112.36	84.956
1	0.78075	0	1.814	1.776	28	16.635	0	44.066	45.97	63	29.51	0	112.36	84.956
1	0.71651	0	1.701	1.832	28	16.699	0	44.179	45.914	63	29.51	0	112.36	84.956
1	0.41938	0	1.988	1.122	28	16.996	0	43.892	46.624	63	29.51	0	112.36	84.956
1	0.48723	0	1.62	1.387	28	16.928	0	44.26	46.359	63	29.51	0	112.36	84.956
1	0.45171	0	1.512	1.5352	28	16.964	0	44.368	46.21	63	29.51	0	112.36	84.956
1	0.46865	0	1.456	1.41	28	16.947	0	44.424	46.336	63	29.51	0	112.36	84.956
1	0.70241	0	1.442	1.5732	28	16.713	0	44.438	46.172	63	29.51	0	112.36	84.956
1	0.38853	0	1.274	1.736	28	17.027	0	44.606	46.01	63	29.51	0	112.36	84.956
1	0.38853	0	1.274	1.736	28	17.027	0	44.606	46.01	63	29.51	0	112.36	84.956
1	0.38564	0	1.264	1.736	28	17.03	0	44.616	46.01	63	29.51	0	112.36	84.956
1	0.63119	0	1.315	1.736	28	16.784	0	44.565	46.01	63	29.51	0	112.36	84.956
1	0.84322	0	1.683	1.2627	28	16.572	0	44.197	46.483	63	29.51	0	112.36	84.956
1	0.65931	0	1.374	1.8	13	6.5449	0	19.881	20.322	78	39.721	0	136.98	110.58
1	0.77528	0	1.49	1.8	13	6.429	0	19.765	20.322	78	39.721	0	136.98	110.58
1	0.77278	0	1.702	1.8	13	6.4315	0	19.553	20.322	78	39.721	0	136.98	110.58
1	0.49505	0	2.095	1.0168	13	6.7092	0	19.16	21.105	78	39.721	0	136.98	110.58
1	0.43103	0	1.752	1.379	13	6.7732	0	19.503	20.743	78	39.721	0	136.98	110.58
1	0.41391	0	1.487	1.4784	13	6.7903	0	19.768	20.643	78	39.721	0	136.98	110.58
1	0.44684	0	1.451	1.6146	13	6.7574	0	19.804	20.507	78	39.721	0	136.98	110.58
1	0.45101	0	1.388	1.5862	13	6.7532	0	19.867	20.536	78	39.721	0	136.98	110.58
1	0.38615	0	1.239	1.768	13	6.8181	0	20.016	20.354	78	39.721	0	136.98	110.58
1	0.67901	0	1.399	1.768	13	6.5252	0	19.856	20.354	78	39.721	0	136.98	110.58
1	0.38481	0	2.037	1.141	14	7.7228	0	22.129	22.845	77	38.818	0	134.07	108.72
1	0.38417	0	1.915	1.3277	14	7.7235	0	22.251	22.658	77	38.818	0	134.07	108.72
1	0.4643	0	1.538	1.5939	14	7.6433	0	22.628	22.392	77	38.818	0	134.07	108.72
1	0.49777	0	1.557	1.425	14	7.6099	0	22.609	22.561	77	38.818	0	134.07	108.72
1	0.38095	0	1.311	1.736	14	7.7267	0	22.855	22.25	77	38.818	0	134.07	108.72
1	0.37685	0	1.297	1.736	14	7.7308	0	22.869	22.25	77	38.818	0	134.07	108.72
1	0.60286	0	1.301	1.736	14	7.5048	0	22.865	22.25	77	38.818	0	134.07	108.72
1	0.82023	0	1.843	1.677	14	7.2874	0	22.323	22.309	77	38.818	0	134.07	108.72
1	0.71964	0	1.869	1.8	14	7.388	0	22.297	22.186	77	38.818	0	134.07	108.72
1	0.72956	0	1.771	1.736	14	7.3781	0	22.395	22.25	77	38.818	0	134.07	108.72
1	0.38285	0	1.912	1.3419	14	7.7248	0	22.254	22.644	77	38.818	0	134.07	108.72
1	0.44919	0	1.482	1.638	14	7.6584	0	22.684	22.348	77	38.818	0	134.07	108.72
1	0.7205	0	1.49	1.4972	14	7.3871	0	22.676	22.489	77	38.818	0	134.07	108.72
1	0.59568	0	1.378	1.8	14	7.5119	0	22.788	22.186	77	38.818	0	134.07	108.72
1	0.59825	0	1.465	1.8	14	7.5094	0	22.701	22.186	77	38.818	0	134.07	108.72
1	0.44588	0	1.676	1.6016	28	16.97	0	44.204	46.144	63	29.51	0	112.36	84.956
1	0.57831	0	1.555	1.768	28	16.837	0	44.325	45.978	63	29.51	0	112.36	84.956
1	0.71636	0	1.674	1.7933	28	16.699	0	44.206	45.952	63	29.51	0	112.36	84.956
1	0.77399	0	1.726	1.76	28	16.642	0	44.154	45.986	63	29.51	0	112.36	84.956
1	0.44092	0	1.665	1.3608	13	6.7633	0	19.59	20.761	78	39.721	0	136.98	110.58
1	0.41528	0	1.499	1.4025	13	6.789	0	19.756	20.719	78	39.721	0	136.98	110.58
1	0.44629	0	1.44	1.6195	13	6.7579	0	19.815	20.502	78	39.721	0	136.98	110.58
1	0.39136	0	1.274	1.728	13	6.8129	0	19.981	20.394	78	39.721	0	136.98	110.58
1	0.62018	0	1.57	1.4235	28	16.795	0	44.31	46.322	63	29.51	0	112.36	84.956
1	0.44906	0	1.49	1.5939	28	16.967	0	44.39	46.152	63	29.51	0	112.36	84.956
1	0.45828	0	1.442	1.4208	28	16.957	0	44.438	46.325	63	29.51	0	112.36	84.956
1	0.6132	0	1.321	1.768	28	16.802	0	44.559	45.978	63	29.51	0	112.36	84.956
1	0.66461	0	1.379	1.8	28	16.751	0	44.501	45.946	63	29.51	0	112.36	84.956
1	0.7766	0	1.558	1.6401	28	16.639	0	44.322	46.106	63	29.51	0	112.36	84.956
1	0.46577	0	1.979	1.1136	4	1.376	0	8.283	4.528	87	45.084	0	147.97	127.06
1	0.48791	0	1.782	1.2627	4	1.3538	0	8.48	4.3789	87	45.084	0	147.97	127.06
1	0.37388	0	2.096	1.092	0	0	0	0	0	91	46.552	0	156.14	131.61
1	0.42848	0	2.514	0.906	4.6514	4.6514	4.6514	4.6514	4.6514	90	46.058	0	153.5	130.8
1	0.43935	0	2.22	0.992	4.8485	4.8485	4.8485	4.8485	4.8485	90	46.058	0	153.5	130.8
1	0.27778	0	2.507	0.7896	4.6047	4.6047	4.6047	4.6047	4.6047	90	46.272	0	153.54	130.87
1	0.37594	0	2.192	1.0368	4.5744	4.5744	4.5744	4.5744	4.5744	90	46.272	0	153.54	130.87
1	0.24375	0	2.549	0.8586	0	0	0	0	0	91	46.682	0	155.69	131.84
1	0.43672	0	2.285	1.0106	0	0	0	0	0	91	46.489	0	155.95	131.69
1	0.40972	0	1.67	1.295	3	1.5464	0	4.495	3.773	88	44.969	0	152.07	127.63
1	0.39851	0	1.636	1.295	3	1.5576	0	4.529	3.773	88	44.969	0	152.07	127.63
1	0.52526	0	1.376	1.295	3	1.4309	0	4.789	3.773	88	44.969	0	152.07	127.63
1	0.62262	0	1.483	1.183	3	1.3335	0	4.682	3.885	88	44.969	0	152.07	127.63
1	0.33353	0	2.348	1.053	0	0	0	0	0	91	46.592	0	155.89	131.65
1	0.36436	0	1.876	1.1682	0	0	0	0	0	91	46.561	0	156.36	131.53
1	0.43082	0	2.05	1.0205	4.4391	4.4391	4.4391	4.4391	4.4391	90	45.86	0	154.43	130.63
1	0.6345	0	1.755	1.0496	4.5013	4.5013	4.5013	4.5013	4.5013	90	45.86	0	154.43	130.63
1	0.29365	0	2.295	1.002	0	0	0	0	0	91	46.632	0	155.94	131.7
1	0.3494	0	1.908	1.1352	0	0	0	0	0	91	46.576	0	156.33	131.57
1	0.45013	0	2.323	0.948	4	1.7804	0	7.906	4.4089	87	44.695	0	148.01	127.34
1	0.4977	0	2.147	1.0354	4	1.7328	0	8.082	4.3215	87	44.695	0	148.01	127.34
1	0.46753	0	2.066	1.1008	4	1.763	0	8.163	4.2561	87	44.695	0	148.01	127.34
1	0.38786	0	1.594	1.2395	4	1.8427	0	8.635	4.1174	87	44.695	0	148.01	127.34
1	0.42731	0	2.099	1.0332	4	1.8032	0	8.13	4.3237	87	44.695	0	148.01	127.34
1	0.31915	0	2.42	0.9699	4	1.5226	0	7.842	4.6717	87	45.084	0	147.97	127.06
1	0.24063	0	2.229	1.1008	4	1.6011	0	8.033	4.5408	87	45.084	0	147.97	127.06
1	0.32829	0	1.852	1.1946	4	1.5135	0	8.41	4.447	87	45.084	0	147.97	127.06
1	0.37611	0	1.962	1.2627	4.5781	4.5781	4.5781	4.5781	4.5781	90	46.108	0	154.4	130.17
