4.9358	1	0.529	0	1.697	1.1502
5.516	1	0.49432	0	1.74	1.278
7.1086	1	0.46761	0	1.543	1.4592
6.8395	1	0.42654	0	1.517	1.6068
8.9284	1	0.45249	0	1.352	1.6458
7.1531	1	0.45087	0	1.552	1.6224
9.8568	1	0.564	0	1.553	1.768
11.269	1	0.73137	0	1.972	1.768
12.136	1	0.71901	0	1.848	1.816
12.97	1	0.72832	0	1.778	1.744
15	1	0.73248	0	1.724	1.808
16.044	1	0.72939	0	1.719	1.808
18.23	1	0.78075	0	1.814	1.776
19.168	1	0.71651	0	1.701	1.832
5.1605	1	0.41938	0	1.988	1.122
5.9383	1	0.48723	0	1.62	1.387
6.6099	1	0.45171	0	1.512	1.5352
7.2123	1	0.46865	0	1.456	1.41
8.4346	1	0.70241	0	1.442	1.5732
7.6444	1	0.38853	0	1.274	1.736
7.9827	1	0.38853	0	1.274	1.736
8.3728	1	0.38564	0	1.264	1.736
10.207	1	0.63119	0	1.315	1.736
13.662	1	0.84322	0	1.683	1.2627
10.346	1	0.65931	0	1.374	1.8
11.573	1	0.77528	0	1.49	1.8
12.123	1	0.77278	0	1.702	1.8
4.9259	1	0.49505	0	2.095	1.0168
6.0494	1	0.43103	0	1.752	1.379
6.7333	1	0.41391	0	1.487	1.4784
6.8568	1	0.44684	0	1.451	1.6146
6.684	1	0.45101	0	1.388	1.5862
8.1432	1	0.38615	0	1.239	1.768
10.427	1	0.67901	0	1.399	1.768
4.7383	1	0.38481	0	2.037	1.141
5.5185	1	0.38417	0	1.915	1.3277
6.5975	1	0.4643	0	1.538	1.5939
7.1877	1	0.49777	0	1.557	1.425
8.1185	1	0.38095	0	1.311	1.736
8.8741	1	0.37685	0	1.297	1.736
9.7062	1	0.60286	0	1.301	1.736
13.074	1	0.82023	0	1.843	1.677
18.319	1	0.71964	0	1.869	1.8
21.76	1	0.72956	0	1.771	1.736
5.637	1	0.38285	0	1.912	1.3419
6.8593	1	0.44919	0	1.482	1.638
8.121	1	0.7205	0	1.49	1.4972
9.5259	1	0.59568	0	1.378	1.8
11.047	1	0.59825	0	1.465	1.8
7.4049	1	0.44588	0	1.676	1.6016
9.8395	1	0.57831	0	1.555	1.768
11.98	1	0.71636	0	1.674	1.7933
13.474	1	0.77399	0	1.726	1.76
5.9062	1	0.44092	0	1.665	1.3608
6.5531	1	0.41528	0	1.499	1.4025
6.7506	1	0.44629	0	1.44	1.6195
7.7679	1	0.39136	0	1.274	1.728
6.1432	1	0.62018	0	1.57	1.4235
7.2222	1	0.44906	0	1.49	1.5939
7.5235	1	0.45828	0	1.442	1.4208
9.3086	1	0.6132	0	1.321	1.768
10.395	1	0.66461	0	1.379	1.8
11.252	1	0.7766	0	1.558	1.6401
7.642	1	0.46577	0	1.979	1.1136
8.8765	1	0.48791	0	1.782	1.2627
6.037	1	0.37388	0	2.096	1.092
4.2864	1	0.42848	0	2.514	0.906
5.2346	1	0.43935	0	2.22	0.992
3.8395	1	0.27778	0	2.507	0.7896
5.1383	1	0.37594	0	2.192	1.0368
3.4444	1	0.24375	0	2.549	0.8586
5.4198	1	0.43672	0	2.285	1.0106
13.116	1	0.40972	0	1.67	1.295
13.38	1	0.39851	0	1.636	1.295
15.748	1	0.52526	0	1.376	1.295
18.442	1	0.62262	0	1.483	1.183
4.6988	1	0.33353	0	2.348	1.053
8.5877	1	0.36436	0	1.876	1.1682
8.8765	1	0.43082	0	2.05	1.0205
16.037	1	0.6345	0	1.755	1.0496
4.5556	1	0.29365	0	2.295	1.002
8.3333	1	0.3494	0	1.908	1.1352
4.921	1	0.45013	0	2.323	0.948
5.3086	1	0.4977	0	2.147	1.0354
5.6296	1	0.46753	0	2.066	1.1008
7.0346	1	0.38786	0	1.594	1.2395
6.4148	1	0.42731	0	2.099	1.0332
4.5556	1	0.31915	0	2.42	0.9699
6.4173	1	0.24063	0	2.229	1.1008
7.4049	1	0.32829	0	1.852	1.1946
8.321	1	0.37611	0	1.962	1.2627
10.235	1	0.44133	0	1.872	1.2648
4.7823	1	0.40096	0	1.946	1.1502
5.4187	1	0.37161	0	1.867	1.278
6.7153	1	0.34771	0	1.697	1.4592
6.6603	1	0.31536	0	1.84	1.6068
9.2943	1	0.42409	0	1.434	1.6536
9.4689	1	0.35706	0	1.305	1.768
10.785	1	0.51067	0	1.227	1.768
11.699	1	0.49834	0	1.146	1.816
12.318	1	0.57564	0	1.175	1.744
14.206	1	0.46828	0	1.099	1.816
15.287	1	0.46199	0	1.082	1.816
17.297	1	0.50192	0	1.032	1.784
18.27	1	0.45286	0	1.082	1.84
4.9282	1	0.37071	0	2.067	1.122
5.6914	1	0.36888	0	1.74	1.387
6.3062	1	0.34332	0	1.636	1.5352
6.5311	1	0.35245	0	1.557	1.41
8.0431	1	0.47062	0	1.598	1.5732
7.3541	1	0.2852	0	1.582	1.76
7.6651	1	0.28542	0	1.367	1.76
8.0598	1	0.28004	0	1.342	1.76
9.5909	1	0.40709	0	1.183	1.76
13.091	1	0.62208	0	1.502	1.2627
9.6914	1	0.46398	0	1.244	1.8
11.639	1	0.51903	0	1.195	1.8
5.3421	1	0.40155	0	2.086	1.0168
5.7895	1	0.35026	0	1.87	1.379
6.6746	1	0.35831	0	1.56	1.4784
6.5096	1	0.32836	0	1.501	1.6146
8.6555	1	0.39113	0	1.304	1.76
9.7967	1	0.4397	0	1.238	1.784
4.689	1	0.26201	0	2.115	1.141
5.2512	1	0.37998	0	2.34	1.3277
6.3182	1	0.27917	0	1.57	1.696
6.4091	1	0.34173	0	1.795	1.425
6.8541	1	0.35591	0	1.706	1.425
7.7656	1	0.27681	0	1.442	1.752
8.4617	1	0.27357	0	1.427	1.752
9.3062	1	0.37638	0	1.249	1.752
12.663	1	0.48479	0	1.08	1.728
16.215	1	0.45409	1	1.149	1.888
17.469	1	0.4518	1	1.331	1.8
20.67	1	0.4424	1	1.132	1.768
5.7368	1	0.53478	0	2.018	1.3277
6.8014	1	0.40533	0	1.445	1.6827
7.2153	1	0.4997	0	1.446	1.4972
9.0742	1	0.3941	0	1.232	1.8
10.749	1	0.47424	0	1.343	1.8
7.3349	1	0.46471	0	1.52	1.6016
9.445	1	0.38214	0	1.292	1.784
11.5	1	0.50585	0	1.237	1.824
12.778	1	0.55018	0	1.189	1.768
5.6531	1	0.35714	0	1.865	1.3419
6.4833	1	0.36184	0	1.591	1.4025
6.4067	1	0.33537	0	1.528	1.6195
